SL,Desc,UH
cau aij[redup] a3p,causative aorist-injunctive reduplicated-aorist active third-person plural,{kartari;luN;pra;bahu;parasmEpadI;caN;#;Ric}
cau aij[redup] m1s,causative aorist-injunctive reduplicated-aorist middle first-person singular,{kartari;luN;u;eka;AtmanepadI;caN;#;Ric}
cau aij[redup] m1d,causative aorist-injunctive reduplicated-aorist middle first-person dual,{kartari;luN;u;dvi;AtmanepadI;caN;#;Ric}
cau aij[redup] m1p,causative aorist-injunctive reduplicated-aorist middle first-person plural,{kartari;luN;u;bahu;AtmanepadI;caN;#;Ric}
cau aij[redup] m2s,causative aorist-injunctive reduplicated-aorist middle second-person singular,{kartari;luN;ma;eka;AtmanepadI;caN;#;Ric}
cau aij[redup] m2d,causative aorist-injunctive reduplicated-aorist middle second-person dual,{kartari;luN;ma;dvi;AtmanepadI;caN;#;Ric}
cau aij[redup] m2p,causative aorist-injunctive reduplicated-aorist middle second-person plural,{kartari;luN;ma;bahu;AtmanepadI;caN;#;Ric}
cau aij[redup] m3s,causative aorist-injunctive reduplicated-aorist middle third-person singular,{kartari;luN;pra;eka;AtmanepadI;caN;#;Ric}
cau aij[redup] m3d,causative aorist-injunctive reduplicated-aorist middle third-person dual,{kartari;luN;pra;dvi;AtmanepadI;caN;#;Ric}
cau aij[redup] m3p,causative aorist-injunctive reduplicated-aorist middle third-person plural,{kartari;luN;pra;bahu;AtmanepadI;caN;#;Ric}
cau aij[redup] p1s,causative aorist-injunctive reduplicated-aorist passive first-person singular,{karmaRi;luN;u;eka;AtmanepadI;caN;#;Ric}
cau aij[redup] p1d,causative aorist-injunctive reduplicated-aorist passive first-person dual,{karmaRi;luN;u;dvi;AtmanepadI;caN;#;Ric}
cau aij[redup] p1p,causative aorist-injunctive reduplicated-aorist passive first-person plural,{karmaRi;luN;u;bahu;AtmanepadI;caN;#;Ric}
cau aij[redup] p2s,causative aorist-injunctive reduplicated-aorist passive second-person singular,{karmaRi;luN;ma;eka;AtmanepadI;caN;#;Ric}
cau aij[redup] p2d,causative aorist-injunctive reduplicated-aorist passive second-person dual,{karmaRi;luN;ma;dvi;AtmanepadI;caN;#;Ric}
cau aij[redup] p2p,causative aorist-injunctive reduplicated-aorist passive second-person plural,{karmaRi;luN;ma;bahu;AtmanepadI;caN;#;Ric}
cau aij[redup] p3s,causative aorist-injunctive reduplicated-aorist passive third-person singular,{karmaRi;luN;pra;eka;AtmanepadI;caN;#;Ric}
cau aij[redup] p3d,causative aorist-injunctive reduplicated-aorist passive third-person dual,{karmaRi;luN;pra;dvi;AtmanepadI;caN;#;Ric}
cau aij[redup] p3p,causative aorist-injunctive reduplicated-aorist passive third-person plural,{karmaRi;luN;pra;bahu;AtmanepadI;caN;#;Ric}
cau pft a1s,causative periphrastic-future active first-person singular,{kartari;luw;u;eka;parasmEpadI;;#;Ric}
cau pft a1d,causative periphrastic-future active first-person dual,{kartari;luw;u;dvi;parasmEpadI;;#;Ric}
cau pft a1p,causative periphrastic-future active first-person plural,{kartari;luw;u;bahu;parasmEpadI;;#;Ric}
cau pft a2s,causative periphrastic-future active second-person singular,{kartari;luw;ma;eka;parasmEpadI;;#;Ric}
cau pft a2d,causative periphrastic-future active second-person dual,{kartari;luw;ma;dvi;parasmEpadI;;#;Ric}
cau pft a2p,causative periphrastic-future active second-person plural,{kartari;luw;ma;bahu;parasmEpadI;;#;Ric}
cau pft a3s,causative periphrastic-future active third-person singular,{kartari;luw;pra;eka;parasmEpadI;;#;Ric}
cau pft a3d,causative periphrastic-future active third-person dual,{kartari;luw;pra;dvi;parasmEpadI;;#;Ric}
cau pft a3p,causative periphrastic-future active third-person plural,{kartari;luw;pra;bahu;parasmEpadI;;#;Ric}
cau pft m1s,causative periphrastic-future middle first-person singular,{kartari;luw;u;eka;AtmanepadI;;#;Ric}
cau pft m1d,causative periphrastic-future middle first-person dual,{kartari;luw;u;dvi;AtmanepadI;;#;Ric}
cau pft m1p,causative periphrastic-future middle first-person plural,{kartari;luw;u;bahu;AtmanepadI;;#;Ric}
cau pft m2s,causative periphrastic-future middle second-person singular,{kartari;luw;ma;eka;AtmanepadI;;#;Ric}
cau pft m2d,causative periphrastic-future middle second-person dual,{kartari;luw;ma;dvi;AtmanepadI;;#;Ric}
cau pft m2p,causative periphrastic-future middle second-person plural,{kartari;luw;ma;bahu;AtmanepadI;;#;Ric}
cau pft m3s,causative periphrastic-future middle third-person singular,{kartari;luw;pra;eka;AtmanepadI;;#;Ric}
cau pft m3d,causative periphrastic-future middle third-person dual,{kartari;luw;pra;dvi;AtmanepadI;;#;Ric}
cau pft m3p,causative periphrastic-future middle third-person plural,{kartari;luw;pra;bahu;AtmanepadI;;#;Ric}
cau pft p1s,causative periphrastic-future passive first-person singular,{karmaRi;luw;u;eka;AtmanepadI;;#;Ric}
cau pft p1d,causative periphrastic-future passive first-person dual,{karmaRi;luw;u;dvi;AtmanepadI;;#;Ric}
cau pft p1p,causative periphrastic-future passive first-person plural,{karmaRi;luw;u;bahu;AtmanepadI;;#;Ric}
cau pft p2s,causative periphrastic-future passive second-person singular,{karmaRi;luw;ma;eka;AtmanepadI;;#;Ric}
cau pft p2d,causative periphrastic-future passive second-person dual,{karmaRi;luw;ma;dvi;AtmanepadI;;#;Ric}
cau pft p2p,causative periphrastic-future passive second-person plural,{karmaRi;luw;ma;bahu;AtmanepadI;;#;Ric}
cau pft p3s,causative periphrastic-future passive third-person singular,{karmaRi;luw;pra;eka;AtmanepadI;;#;Ric}
cau pft p3d,causative periphrastic-future passive third-person dual,{karmaRi;luw;pra;dvi;AtmanepadI;;#;Ric}
cau pft p3p,causative periphrastic-future passive third-person plural,{karmaRi;luw;pra;bahu;AtmanepadI;;#;Ric}
des pre a1s,desiderative present-indicative active first-person singular,{kartari;law;u;eka;parasmEpadI;;#;san}
des pre a1d,desiderative present-indicative active first-person dual,{kartari;law;u;dvi;parasmEpadI;;#;san}
des pre a1p,desiderative present-indicative active first-person plural,{kartari;law;u;bahu;parasmEpadI;;#;san}
des pre a2s,desiderative present-indicative active second-person singular,{kartari;law;ma;eka;parasmEpadI;;#;san}
des pre a2d,desiderative present-indicative active second-person dual,{kartari;law;ma;dvi;parasmEpadI;;#;san}
des pre a2p,desiderative present-indicative active second-person plural,{kartari;law;ma;bahu;parasmEpadI;;#;san}
des pre a3s,desiderative present-indicative active third-person singular,{kartari;law;pra;eka;parasmEpadI;;#;san}
des pre a3d,desiderative present-indicative active third-person dual,{kartari;law;pra;dvi;parasmEpadI;;#;san}
des pre a3p,desiderative present-indicative active third-person plural,{kartari;law;pra;bahu;parasmEpadI;;#;san}
des pre m1s,desiderative present-indicative middle first-person singular,{kartari;law;u;eka;AtmanepadI;;#;san}
des pre m1d,desiderative present-indicative middle first-person dual,{kartari;law;u;dvi;AtmanepadI;;#;san}
des pre m1p,desiderative present-indicative middle first-person plural,{kartari;law;u;bahu;AtmanepadI;;#;san}
des pre m2s,desiderative present-indicative middle second-person singular,{kartari;law;ma;eka;AtmanepadI;;#;san}
des pre m2d,desiderative present-indicative middle second-person dual,{kartari;law;ma;dvi;AtmanepadI;;#;san}
des pre m2p,desiderative present-indicative middle second-person plural,{kartari;law;ma;bahu;AtmanepadI;;#;san}
des pre m3s,desiderative present-indicative middle third-person singular,{kartari;law;pra;eka;AtmanepadI;;#;san}
des pre m3d,desiderative present-indicative middle third-person dual,{kartari;law;pra;dvi;AtmanepadI;;#;san}
des pre m3p,desiderative present-indicative middle third-person plural,{kartari;law;pra;bahu;AtmanepadI;;#;san}
des pre p1s,desiderative present-indicative passive first-person singular,{karmaRi;law;u;eka;AtmanepadI;;#;san}
des pre p1d,desiderative present-indicative passive first-person dual,{karmaRi;law;u;dvi;AtmanepadI;;#;san}
des pre p1p,desiderative present-indicative passive first-person plural,{karmaRi;law;u;bahu;AtmanepadI;;#;san}
des pre p2s,desiderative present-indicative passive second-person singular,{karmaRi;law;ma;eka;AtmanepadI;;#;san}
des pre p2d,desiderative present-indicative passive second-person dual,{karmaRi;law;ma;dvi;AtmanepadI;;#;san}
des pre p2p,desiderative present-indicative passive second-person plural,{karmaRi;law;ma;bahu;AtmanepadI;;#;san}
des pre p3s,desiderative present-indicative passive third-person singular,{karmaRi;law;pra;eka;AtmanepadI;;#;san}
des pre p3d,desiderative present-indicative passive third-person dual,{karmaRi;law;pra;dvi;AtmanepadI;;#;san}
des pre p3p,desiderative present-indicative passive third-person plural,{karmaRi;law;pra;bahu;AtmanepadI;;#;san}
des ipf a1s,desiderative imperfect-indicative active first-person singular,{kartari;laN;u;eka;parasmEpadI;;#;san}
des ipf a1d,desiderative imperfect-indicative active first-person dual,{kartari;laN;u;dvi;parasmEpadI;;#;san}
des ipf a1p,desiderative imperfect-indicative active first-person plural,{kartari;laN;u;bahu;parasmEpadI;;#;san}
des ipf a2s,desiderative imperfect-indicative active second-person singular,{kartari;laN;ma;eka;parasmEpadI;;#;san}
des ipf a2d,desiderative imperfect-indicative active second-person dual,{kartari;laN;ma;dvi;parasmEpadI;;#;san}
des ipf a2p,desiderative imperfect-indicative active second-person plural,{kartari;laN;ma;bahu;parasmEpadI;;#;san}
des ipf a3s,desiderative imperfect-indicative active third-person singular,{kartari;laN;pra;eka;parasmEpadI;;#;san}
des ipf a3d,desiderative imperfect-indicative active third-person dual,{kartari;laN;pra;dvi;parasmEpadI;;#;san}
des ipf a3p,desiderative imperfect-indicative active third-person plural,{kartari;laN;pra;bahu;parasmEpadI;;#;san}
des ipf m1s,desiderative imperfect-indicative middle first-person singular,{kartari;laN;u;eka;AtmanepadI;;#;san}
des ipf m1d,desiderative imperfect-indicative middle first-person dual,{kartari;laN;u;dvi;AtmanepadI;;#;san}
des ipf m1p,desiderative imperfect-indicative middle first-person plural,{kartari;laN;u;bahu;AtmanepadI;;#;san}
des ipf m2s,desiderative imperfect-indicative middle second-person singular,{kartari;laN;ma;eka;AtmanepadI;;#;san}
des ipf m2d,desiderative imperfect-indicative middle second-person dual,{kartari;laN;ma;dvi;AtmanepadI;;#;san}
des ipf m2p,desiderative imperfect-indicative middle second-person plural,{kartari;laN;ma;bahu;AtmanepadI;;#;san}
des ipf m3s,desiderative imperfect-indicative middle third-person singular,{kartari;laN;pra;eka;AtmanepadI;;#;san}
des ipf m3d,desiderative imperfect-indicative middle third-person dual,{kartari;laN;pra;dvi;AtmanepadI;;#;san}
des ipf m3p,desiderative imperfect-indicative middle third-person plural,{kartari;laN;pra;bahu;AtmanepadI;;#;san}
des ipf p1s,desiderative imperfect-indicative passive first-person singular,{karmaRi;laN;u;eka;AtmanepadI;;#;san}
des ipf p1d,desiderative imperfect-indicative passive first-person dual,{karmaRi;laN;u;dvi;AtmanepadI;;#;san}
des ipf p1p,desiderative imperfect-indicative passive first-person plural,{karmaRi;laN;u;bahu;AtmanepadI;;#;san}
des ipf p2s,desiderative imperfect-indicative passive second-person singular,{karmaRi;laN;ma;eka;AtmanepadI;;#;san}
des ipf p2d,desiderative imperfect-indicative passive second-person dual,{karmaRi;laN;ma;dvi;AtmanepadI;;#;san}
des ipf p2p,desiderative imperfect-indicative passive second-person plural,{karmaRi;laN;ma;bahu;AtmanepadI;;#;san}
des ipf p3s,desiderative imperfect-indicative passive third-person singular,{karmaRi;laN;pra;eka;AtmanepadI;;#;san}
des ipf p3d,desiderative imperfect-indicative passive third-person dual,{karmaRi;laN;pra;dvi;AtmanepadI;;#;san}
des ipf p3p,desiderative imperfect-indicative passive third-person plural,{karmaRi;laN;pra;bahu;AtmanepadI;;#;san}
des ipv a1s,desiderative present-imperative active first-person singular,{kartari;luw;u;eka;parasmEpadI;;#;san}
des ipv a1d,desiderative present-imperative active first-person dual,{kartari;luw;u;dvi;parasmEpadI;;#;san}
des ipv a1p,desiderative present-imperative active first-person plural,{kartari;luw;u;bahu;parasmEpadI;;#;san}
des ipv a2s,desiderative present-imperative active second-person singular,{kartari;luw;ma;eka;parasmEpadI;;#;san}
des ipv a2d,desiderative present-imperative active second-person dual,{kartari;luw;ma;dvi;parasmEpadI;;#;san}
des ipv a2p,desiderative present-imperative active second-person plural,{kartari;luw;ma;bahu;parasmEpadI;;#;san}
des ipv a3s,desiderative present-imperative active third-person singular,{kartari;luw;pra;eka;parasmEpadI;;#;san}
des ipv a3d,desiderative present-imperative active third-person dual,{kartari;luw;pra;dvi;parasmEpadI;;#;san}
des ipv a3p,desiderative present-imperative active third-person plural,{kartari;luw;pra;bahu;parasmEpadI;;#;san}
des ipv m1s,desiderative present-imperative middle first-person singular,{kartari;luw;u;eka;AtmanepadI;;#;san}
des ipv m1d,desiderative present-imperative middle first-person dual,{kartari;luw;u;dvi;AtmanepadI;;#;san}
des ipv m1p,desiderative present-imperative middle first-person plural,{kartari;luw;u;bahu;AtmanepadI;;#;san}
des ipv m2s,desiderative present-imperative middle second-person singular,{kartari;luw;ma;eka;AtmanepadI;;#;san}
des ipv m2d,desiderative present-imperative middle second-person dual,{kartari;luw;ma;dvi;AtmanepadI;;#;san}
des ipv m2p,desiderative present-imperative middle second-person plural,{kartari;luw;ma;bahu;AtmanepadI;;#;san}
des ipv m3s,desiderative present-imperative middle third-person singular,{kartari;luw;pra;eka;AtmanepadI;;#;san}
des ipv m3d,desiderative present-imperative middle third-person dual,{kartari;luw;pra;dvi;AtmanepadI;;#;san}
des ipv m3p,desiderative present-imperative middle third-person plural,{kartari;luw;pra;bahu;AtmanepadI;;#;san}
des ipv p1s,desiderative present-imperative passive first-person singular,{karmaRi;luw;u;eka;AtmanepadI;;#;san}
des ipv p1d,desiderative present-imperative passive first-person dual,{karmaRi;luw;u;dvi;AtmanepadI;;#;san}
des ipv p1p,desiderative present-imperative passive first-person plural,{karmaRi;luw;u;bahu;AtmanepadI;;#;san}
des ipv p2s,desiderative present-imperative passive second-person singular,{karmaRi;luw;ma;eka;AtmanepadI;;#;san}
des ipv p2d,desiderative present-imperative passive second-person dual,{karmaRi;luw;ma;dvi;AtmanepadI;;#;san}
des ipv p2p,desiderative present-imperative passive second-person plural,{karmaRi;luw;ma;bahu;AtmanepadI;;#;san}
des ipv p3s,desiderative present-imperative passive third-person singular,{karmaRi;luw;pra;eka;AtmanepadI;;#;san}
des ipv p3d,desiderative present-imperative passive third-person dual,{karmaRi;luw;pra;dvi;AtmanepadI;;#;san}
des ipv p3p,desiderative present-imperative passive third-person plural,{karmaRi;luw;pra;bahu;AtmanepadI;;#;san}
des pop a1s,desiderative present-optative active first-person singular,{kartari;viDiliN;u;eka;parasmEpadI;;#;san}
des pop a1d,desiderative present-optative active first-person dual,{kartari;viDiliN;u;dvi;parasmEpadI;;#;san}
des pop a1p,desiderative present-optative active first-person plural,{kartari;viDiliN;u;bahu;parasmEpadI;;#;san}
des pop a2s,desiderative present-optative active second-person singular,{kartari;viDiliN;ma;eka;parasmEpadI;;#;san}
des pop a2d,desiderative present-optative active second-person dual,{kartari;viDiliN;ma;dvi;parasmEpadI;;#;san}
des pop a2p,desiderative present-optative active second-person plural,{kartari;viDiliN;ma;bahu;parasmEpadI;;#;san}
des pop a3s,desiderative present-optative active third-person singular,{kartari;viDiliN;pra;eka;parasmEpadI;;#;san}
des pop a3d,desiderative present-optative active third-person dual,{kartari;viDiliN;pra;dvi;parasmEpadI;;#;san}
des pop a3p,desiderative present-optative active third-person plural,{kartari;viDiliN;pra;bahu;parasmEpadI;;#;san}
des pop m1s,desiderative present-optative middle first-person singular,{kartari;viDiliN;u;eka;AtmanepadI;;#;san}
des pop m1d,desiderative present-optative middle first-person dual,{kartari;viDiliN;u;dvi;AtmanepadI;;#;san}
des pop m1p,desiderative present-optative middle first-person plural,{kartari;viDiliN;u;bahu;AtmanepadI;;#;san}
des pop m2s,desiderative present-optative middle second-person singular,{kartari;viDiliN;ma;eka;AtmanepadI;;#;san}
des pop m2d,desiderative present-optative middle second-person dual,{kartari;viDiliN;ma;dvi;AtmanepadI;;#;san}
des pop m2p,desiderative present-optative middle second-person plural,{kartari;viDiliN;ma;bahu;AtmanepadI;;#;san}
des pop m3s,desiderative present-optative middle third-person singular,{kartari;viDiliN;pra;eka;AtmanepadI;;#;san}
des pop m3d,desiderative present-optative middle third-person dual,{kartari;viDiliN;pra;dvi;AtmanepadI;;#;san}
des pop m3p,desiderative present-optative middle third-person plural,{kartari;viDiliN;pra;bahu;AtmanepadI;;#;san}
des pop p1s,desiderative present-optative passive first-person singular,{karmaRi;viDiliN;u;eka;AtmanepadI;;#;san}
des pop p1d,desiderative present-optative passive first-person dual,{karmaRi;viDiliN;u;dvi;AtmanepadI;;#;san}
des pop p1p,desiderative present-optative passive first-person plural,{karmaRi;viDiliN;u;bahu;AtmanepadI;;#;san}
des pop p2s,desiderative present-optative passive second-person singular,{karmaRi;viDiliN;ma;eka;AtmanepadI;;#;san}
des pop p2d,desiderative present-optative passive second-person dual,{karmaRi;viDiliN;ma;dvi;AtmanepadI;;#;san}
des pop p2p,desiderative present-optative passive second-person plural,{karmaRi;viDiliN;ma;bahu;AtmanepadI;;#;san}
des pop p3s,desiderative present-optative passive third-person singular,{karmaRi;viDiliN;pra;eka;AtmanepadI;;#;san}
des pop p3d,desiderative present-optative passive third-person dual,{karmaRi;viDiliN;pra;dvi;AtmanepadI;;#;san}
des pop p3p,desiderative present-optative passive third-person plural,{karmaRi;viDiliN;pra;bahu;AtmanepadI;;#;san}
des psb a1s,desiderative present-subjunctive active first-person singular,{kartari;lew;u;eka;parasmEpadI;;#;san}
des psb a1d,desiderative present-subjunctive active first-person dual,{kartari;lew;u;dvi;parasmEpadI;;#;san}
des psb a1p,desiderative present-subjunctive active first-person plural,{kartari;lew;u;bahu;parasmEpadI;;#;san}
des psb a2s,desiderative present-subjunctive active second-person singular,{kartari;lew;ma;eka;parasmEpadI;;#;san}
des psb a2d,desiderative present-subjunctive active second-person dual,{kartari;lew;ma;dvi;parasmEpadI;;#;san}
des psb a2p,desiderative present-subjunctive active second-person plural,{kartari;lew;ma;bahu;parasmEpadI;;#;san}
des psb a3s,desiderative present-subjunctive active third-person singular,{kartari;lew;pra;eka;parasmEpadI;;#;san}
des psb a3d,desiderative present-subjunctive active third-person dual,{kartari;lew;pra;dvi;parasmEpadI;;#;san}
des psb a3p,desiderative present-subjunctive active third-person plural,{kartari;lew;pra;bahu;parasmEpadI;;#;san}
des psb m1s,desiderative present-subjunctive middle first-person singular,{kartari;lew;u;eka;AtmanepadI;;#;san}
des psb m1d,desiderative present-subjunctive middle first-person dual,{kartari;lew;u;dvi;AtmanepadI;;#;san}
des psb m1p,desiderative present-subjunctive middle first-person plural,{kartari;lew;u;bahu;AtmanepadI;;#;san}
des psb m2s,desiderative present-subjunctive middle second-person singular,{kartari;lew;ma;eka;AtmanepadI;;#;san}
des psb m2d,desiderative present-subjunctive middle second-person dual,{kartari;lew;ma;dvi;AtmanepadI;;#;san}
des psb m2p,desiderative present-subjunctive middle second-person plural,{kartari;lew;ma;bahu;AtmanepadI;;#;san}
des psb m3s,desiderative present-subjunctive middle third-person singular,{kartari;lew;pra;eka;AtmanepadI;;#;san}
des psb m3d,desiderative present-subjunctive middle third-person dual,{kartari;lew;pra;dvi;AtmanepadI;;#;san}
des psb m3p,desiderative present-subjunctive middle third-person plural,{kartari;lew;pra;bahu;AtmanepadI;;#;san}
des psb p1s,desiderative present-subjunctive passive first-person singular,{karmaRi;lew;u;eka;AtmanepadI;;#;san}
des psb p1d,desiderative present-subjunctive passive first-person dual,{karmaRi;lew;u;dvi;AtmanepadI;;#;san}
des psb p1p,desiderative present-subjunctive passive first-person plural,{karmaRi;lew;u;bahu;AtmanepadI;;#;san}
des psb p2s,desiderative present-subjunctive passive second-person singular,{karmaRi;lew;ma;eka;AtmanepadI;;#;san}
des psb p2d,desiderative present-subjunctive passive second-person dual,{karmaRi;lew;ma;dvi;AtmanepadI;;#;san}
des psb p2p,desiderative present-subjunctive passive second-person plural,{karmaRi;lew;ma;bahu;AtmanepadI;;#;san}
des psb p3s,desiderative present-subjunctive passive third-person singular,{karmaRi;lew;pra;eka;AtmanepadI;;#;san}
des psb p3d,desiderative present-subjunctive passive third-person dual,{karmaRi;lew;pra;dvi;AtmanepadI;;#;san}
des psb p3p,desiderative present-subjunctive passive third-person plural,{karmaRi;lew;pra;bahu;AtmanepadI;;#;san}
des pij a1s,desiderative present-injunctive active first-person singular,{kartari;luN;u;eka;parasmEpadI;;#;san}
des pij a1d,desiderative present-injunctive active first-person dual,{kartari;luN;u;dvi;parasmEpadI;;#;san}
des pij a1p,desiderative present-injunctive active first-person plural,{kartari;luN;u;bahu;parasmEpadI;;#;san}
des pij a2s,desiderative present-injunctive active second-person singular,{kartari;luN;ma;eka;parasmEpadI;;#;san}
des pij a2d,desiderative present-injunctive active second-person dual,{kartari;luN;ma;dvi;parasmEpadI;;#;san}
des pij a2p,desiderative present-injunctive active second-person plural,{kartari;luN;ma;bahu;parasmEpadI;;#;san}
des pij a3s,desiderative present-injunctive active third-person singular,{kartari;luN;pra;eka;parasmEpadI;;#;san}
des pij a3d,desiderative present-injunctive active third-person dual,{kartari;luN;pra;dvi;parasmEpadI;;#;san}
des pij a3p,desiderative present-injunctive active third-person plural,{kartari;luN;pra;bahu;parasmEpadI;;#;san}
des pij m1s,desiderative present-injunctive middle first-person singular,{kartari;luN;u;eka;AtmanepadI;;#;san}
des pij m1d,desiderative present-injunctive middle first-person dual,{kartari;luN;u;dvi;AtmanepadI;;#;san}
des pij m1p,desiderative present-injunctive middle first-person plural,{kartari;luN;u;bahu;AtmanepadI;;#;san}
des pij m2s,desiderative present-injunctive middle second-person singular,{kartari;luN;ma;eka;AtmanepadI;;#;san}
des pij m2d,desiderative present-injunctive middle second-person dual,{kartari;luN;ma;dvi;AtmanepadI;;#;san}
des pij m2p,desiderative present-injunctive middle second-person plural,{kartari;luN;ma;bahu;AtmanepadI;;#;san}
des pij m3s,desiderative present-injunctive middle third-person singular,{kartari;luN;pra;eka;AtmanepadI;;#;san}
des pij m3d,desiderative present-injunctive middle third-person dual,{kartari;luN;pra;dvi;AtmanepadI;;#;san}
des pij m3p,desiderative present-injunctive middle third-person plural,{kartari;luN;pra;bahu;AtmanepadI;;#;san}
des pij p1s,desiderative present-injunctive passive first-person singular,{karmaRi;luN;u;eka;AtmanepadI;;#;san}
des pij p1d,desiderative present-injunctive passive first-person dual,{karmaRi;luN;u;dvi;AtmanepadI;;#;san}
des pij p1p,desiderative present-injunctive passive first-person plural,{karmaRi;luN;u;bahu;AtmanepadI;;#;san}
des pij p2s,desiderative present-injunctive passive second-person singular,{karmaRi;luN;ma;eka;AtmanepadI;;#;san}
des pij p2d,desiderative present-injunctive passive second-person dual,{karmaRi;luN;ma;dvi;AtmanepadI;;#;san}
des pij p2p,desiderative present-injunctive passive second-person plural,{karmaRi;luN;ma;bahu;AtmanepadI;;#;san}
des pij p3s,desiderative present-injunctive passive third-person singular,{karmaRi;luN;pra;eka;AtmanepadI;;#;san}
des pij p3d,desiderative present-injunctive passive third-person dual,{karmaRi;luN;pra;dvi;AtmanepadI;;#;san}
des pij p3p,desiderative present-injunctive passive third-person plural,{karmaRi;luN;pra;bahu;AtmanepadI;;#;san}
des fut a1s,desiderative future-indicative active first-person singular,{kartari;lfw;u;eka;parasmEpadI;;#;san}
des fut a1d,desiderative future-indicative active first-person dual,{kartari;lfw;u;dvi;parasmEpadI;;#;san}
des fut a1p,desiderative future-indicative active first-person plural,{kartari;lfw;u;bahu;parasmEpadI;;#;san}
des fut a2s,desiderative future-indicative active second-person singular,{kartari;lfw;ma;eka;parasmEpadI;;#;san}
des fut a2d,desiderative future-indicative active second-person dual,{kartari;lfw;ma;dvi;parasmEpadI;;#;san}
des fut a2p,desiderative future-indicative active second-person plural,{kartari;lfw;ma;bahu;parasmEpadI;;#;san}
des fut a3s,desiderative future-indicative active third-person singular,{kartari;lfw;pra;eka;parasmEpadI;;#;san}
des fut a3d,desiderative future-indicative active third-person dual,{kartari;lfw;pra;dvi;parasmEpadI;;#;san}
des fut a3p,desiderative future-indicative active third-person plural,{kartari;lfw;pra;bahu;parasmEpadI;;#;san}
des fut m1s,desiderative future-indicative middle first-person singular,{kartari;lfw;u;eka;AtmanepadI;;#;san}
des fut m1d,desiderative future-indicative middle first-person dual,{kartari;lfw;u;dvi;AtmanepadI;;#;san}
des fut m1p,desiderative future-indicative middle first-person plural,{kartari;lfw;u;bahu;AtmanepadI;;#;san}
des fut m2s,desiderative future-indicative middle second-person singular,{kartari;lfw;ma;eka;AtmanepadI;;#;san}
des fut m2d,desiderative future-indicative middle second-person dual,{kartari;lfw;ma;dvi;AtmanepadI;;#;san}
des fut m2p,desiderative future-indicative middle second-person plural,{kartari;lfw;ma;bahu;AtmanepadI;;#;san}
des fut m3s,desiderative future-indicative middle third-person singular,{kartari;lfw;pra;eka;AtmanepadI;;#;san}
des fut m3d,desiderative future-indicative middle third-person dual,{kartari;lfw;pra;dvi;AtmanepadI;;#;san}
des fut m3p,desiderative future-indicative middle third-person plural,{kartari;lfw;pra;bahu;AtmanepadI;;#;san}
des fut p1s,desiderative future-indicative passive first-person singular,{karmaRi;lfw;u;eka;AtmanepadI;;#;san}
des fut p1d,desiderative future-indicative passive first-person dual,{karmaRi;lfw;u;dvi;AtmanepadI;;#;san}
des fut p1p,desiderative future-indicative passive first-person plural,{karmaRi;lfw;u;bahu;AtmanepadI;;#;san}
des fut p2s,desiderative future-indicative passive second-person singular,{karmaRi;lfw;ma;eka;AtmanepadI;;#;san}
des fut p2d,desiderative future-indicative passive second-person dual,{karmaRi;lfw;ma;dvi;AtmanepadI;;#;san}
des fut p2p,desiderative future-indicative passive second-person plural,{karmaRi;lfw;ma;bahu;AtmanepadI;;#;san}
des fut p3s,desiderative future-indicative passive third-person singular,{karmaRi;lfw;pra;eka;AtmanepadI;;#;san}
des fut p3d,desiderative future-indicative passive third-person dual,{karmaRi;lfw;pra;dvi;AtmanepadI;;#;san}
des fut p3p,desiderative future-indicative passive third-person plural,{karmaRi;lfw;pra;bahu;AtmanepadI;;#;san}
des con a1s,desiderative conditional active first-person singular,{kartari;lfN;u;eka;parasmEpadI;;#;san}
des con a1d,desiderative conditional active first-person dual,{kartari;lfN;u;dvi;parasmEpadI;;#;san}
des con a1p,desiderative conditional active first-person plural,{kartari;lfN;u;bahu;parasmEpadI;;#;san}
des con a2s,desiderative conditional active second-person singular,{kartari;lfN;ma;eka;parasmEpadI;;#;san}
des con a2d,desiderative conditional active second-person dual,{kartari;lfN;ma;dvi;parasmEpadI;;#;san}
des con a2p,desiderative conditional active second-person plural,{kartari;lfN;ma;bahu;parasmEpadI;;#;san}
des con a3s,desiderative conditional active third-person singular,{kartari;lfN;pra;eka;parasmEpadI;;#;san}
des con a3d,desiderative conditional active third-person dual,{kartari;lfN;pra;dvi;parasmEpadI;;#;san}
des con a3p,desiderative conditional active third-person plural,{kartari;lfN;pra;bahu;parasmEpadI;;#;san}
des con m1s,desiderative conditional middle first-person singular,{kartari;lfN;u;eka;AtmanepadI;;#;san}
des con m1d,desiderative conditional middle first-person dual,{kartari;lfN;u;dvi;AtmanepadI;;#;san}
des con m1p,desiderative conditional middle first-person plural,{kartari;lfN;u;bahu;AtmanepadI;;#;san}
des con m2s,desiderative conditional middle second-person singular,{kartari;lfN;ma;eka;AtmanepadI;;#;san}
des con m2d,desiderative conditional middle second-person dual,{kartari;lfN;ma;dvi;AtmanepadI;;#;san}
des con m2p,desiderative conditional middle second-person plural,{kartari;lfN;ma;bahu;AtmanepadI;;#;san}
des con m3s,desiderative conditional middle third-person singular,{kartari;lfN;pra;eka;AtmanepadI;;#;san}
des con m3d,desiderative conditional middle third-person dual,{kartari;lfN;pra;dvi;AtmanepadI;;#;san}
